instruction,action
"""Approaching the roundabout, take the second exit and head towards the mountains. Look for the yellow house on the right side as a landmark to confirm the correct turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic before proceeding straight through the third exit.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit towards the downtown area. Look out for the tall clock tower on your right as a landmark to confirm you're on the correct path.""","['Take Exit', 'Go Straight']"
"""Proceed through the roundabout and take the third exit, which will lead you onto the scenic coastal road. Look for the lighthouse on your right as you navigate the curve ahead.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. You'll see a large blue water tower ahead as your landmark to confirm the correct direction.""",['Take Exit']
"""Approaching the roundabout, continue straight through the intersection and take the second exit. Look out for the blue landmark building on your right to ensure you're on the correct route.""","['Take Exit', 'Go Straight']"
" ""In 500 feet, make a left turn at the traffic light after the blue building. Continue straight for 2 miles until you reach the roundabout, then take the second exit to stay on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the upcoming roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the park with the large fountain on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the cinema complex. Watch out for pedestrians crossing at the designated crosswalk.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards Main Street. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the upcoming roundabout, stay in the left lane and take the third exit. Look for the large water fountain as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. Look for the blue building on the right side as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic before entering, then take the second exit to continue on the main road. Look out for the blue sign indicating the exit.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit, following the signs for the airport. Once you reach the airport terminal, look for the designated drop-off zone on your right and come to a complete stop for passenger drop-off.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the blue house with the red mailbox on the corner as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic on your left and take the second exit leading towards the residential area. Look out for pedestrians crossing the road as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look for the tall clock tower on your right for confirmation of the correct exit.""",['Take Exit']
"""Take the next left after crossing the bridge, then proceed straight until you reach the roundabout with a statue in the center. Take the second exit and continue for 2 miles before turning right onto Oak Street.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look for the blue building on your right as a landmark for the next turn.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already circling and take the second exit towards the city center. Look out for the iconic red monument on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit to continue on Main Street. Look out for the blue post office building on your right as a landmark for the turn.""",['Take Exit']
