instruction,action
"""Merge onto the highway and LaneFollow behind the silver sedan.""",['LaneFollow']
"""Focus on the road ahead and LaneFollow through the underpass.""",['LaneFollow']
"""Be cautious and LaneFollow around the blind curve.""",['LaneFollow']
"""Stay in the center lane and LaneFollow the traffic flow.""",['LaneFollow']
"""LaneFollow the lane marked with the arrow.""",['LaneFollow']
"""Allow other vehicles to merge and then LaneFollow the merging lane to continue on the freeway.""",['LaneFollow']
"""Merge into the left lane and LaneFollow to pass the slower vehicles.""",['LaneFollow']
"""Continue LaneFollowing past the shopping plaza.""",['LaneFollow']
"""Merge into the left lane and LaneFollow the approaching turn.""",['LaneFollow']
"""Follow the LaneFollow markers on the road to safely navigate through the construction site.""",['LaneFollow']
"""Use your hazard lights when LaneFollowing at a slow pace.""",['LaneFollow']
"""Take the left lane and LaneFollow into the parking garage.""",['LaneFollow']
"""LaneFollow the curves ahead.""",['LaneFollow']
"""LaneFollow and keep to the speed limit.""",['LaneFollow']
"""Follow the lane markings using LaneFollow.""",['LaneFollow']
"""Stay in the center lane and LaneFollow to reach your destination.""",['LaneFollow']
"""Transition to the carpool lane and LaneFollow the highway.""",['LaneFollow']
"""Drive smoothly and LaneFollow around the sharp turn.""",['LaneFollow']
"""When the road narrows, LaneFollow to avoid collisions.""",['LaneFollow']
"""Signal your intention and LaneFollow into the designated lane.""",['LaneFollow']
"""Navigate the busy intersection by LaneFollow with care.""",['LaneFollow']
"""Initiate LaneFollow for accurate lane detection.""",['LaneFollow']
"""As you approach the tunnel, remember to LaneFollow.""",['LaneFollow']
"""LaneFollow to pass the construction zone safely.""",['LaneFollow']
"""Adjust your position and LaneFollow around the double bend.""",['LaneFollow']
"""Follow the lane markings closely to LaneFollow through""",['LaneFollow']
"""Watch for cyclists and LaneFollow with caution.""",['LaneFollow']
"""Be prepared to LaneFollow after the upcoming bike lane.""",['LaneFollow']
"""Watch for pedestrians and LaneFollow the crosswalks.""",['LaneFollow']
"""After the stop sign, LaneFollow the road ahead.""",['LaneFollow']
"""Pay attention to the LaneFollow signs at the fork in the road.""",['LaneFollow']
"""Follow the road map and LaneFollow the suggested route.""",['LaneFollow']
"""Stay in the far right lane and LaneFollow the next exit.""",['LaneFollow']
"""Make sure to LaneFollow the curve ahead.""",['LaneFollow']
"""Keep LaneFollow to safely pass the bicyclist ahead.""",['LaneFollow']
"""Observe the speed limit and LaneFollow the straight road.""",['LaneFollow']
"""Use the LaneFollow technology on your vehicle to help you with lane departure warnings.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the foggy weather.""",['LaneFollow']
"""Drive defensively by LaneFollowing carefully.""",['LaneFollow']
"""Adjust your mirrors before LaneFollowing in traffic.""",['LaneFollow']
"""LaneFollow the yellow dividing line.""",['LaneFollow']
"""Use the LaneFollow feature on your vehicle to help you maintain a steady speed on the highway.""",['LaneFollow']
"""Maintain a steady speed while LaneFollowing on the freeway.""",['LaneFollow']
"""Stay in the left lane and LaneFollow to exit the parking lot.""",['LaneFollow']
"""Follow the lane markers and LaneFollow the road.""",['LaneFollow']
"""LaneFollow the direction of the road signs as you approach the upcoming roundabout.""",['LaneFollow']
"""Stay in the right lane and LaneFollow the road curve.""",['LaneFollow']
"""Stay in the right lane and LaneFollow the upcoming bend.""",['LaneFollow']
"""Stay in the leftmost lane for LaneFollowing through the toll booth.""",['LaneFollow']
"""Stay in the right lane for LaneFollowing in the city.""",['LaneFollow']
"""Navigate the curve and LaneFollow to the right.""",['LaneFollow']
"""Pay attention to the LaneFollowing restrictions in construction zones.""",['LaneFollow']
"""Stay in your lane to LaneFollow through the toll booth.""",['LaneFollow']
"""Maintain a steady speed as you LaneFollow around the bend.""",['LaneFollow']
"""Begin to LaneFollow after the upcoming toll booth.""",['LaneFollow']
"""Maintain a steady speed and LaneFollow past the construction site.""",['LaneFollow']
"""Switch to the right lane and LaneFollow onto the highway.""",['LaneFollow']
"""LaneFollow as you approach the merge point.""",['LaneFollow']
"""Stay patient and LaneFollow the slow-moving vehicles.""",['LaneFollow']
"""Stay in position and LaneFollow the road layout.""",['LaneFollow']
"""Remember to LaneFollow when approaching the toll booth.""",['LaneFollow']
"""Drive straight and LaneFollow under the bridge.""",['LaneFollow']
"""LaneFollow as you approach the red light.""",['LaneFollow']
"""LaneFollow until you reach the fork in the road.""",['LaneFollow']
"""Stay in your lane and keep a safe distance from other vehicles.""",['LaneFollow']
"""LaneFollow as the road splits into two lanes.""",['LaneFollow']
"""Adhere to the lane restrictions and LaneFollow as directed.""",['LaneFollow']
"""LaneFollow and watch for emergency pull-off areas.""",['LaneFollow']
"""Anticipate lane changes and LaneFollow preemptively.""",['LaneFollow']
"""Stay in the middle lane and LaneFollow until the toll booth.""",['LaneFollow']
"""Drive responsibly with LaneFollow assistance.""",['LaneFollow']
"""Stay in the far right lane and LaneFollow the off-ramp.""",['LaneFollow']
"""Stay in the left lane and LaneFollow onto the bridge.""",['LaneFollow']
"""Use LaneFollow to safely merge with the oncoming traffic.""",['LaneFollow']
"""Maintain a steady pace and LaneFollow through the residential neighborhood.""",['LaneFollow']
"""Remember to LaneFollow after the traffic circle.""",['LaneFollow']
"""LaneFollow the bus as it makes frequent stops along the busy city street.""",['LaneFollow']
"""Take the leftmost lane and LaneFollow into the shopping mall.""",['LaneFollow']
"""LaneFollow while keeping an eye on your blind spots.""",['LaneFollow']
"""Scan the road ahead for potential LaneFollowing hazards.""",['LaneFollow']
"""Keep right and LaneFollow onto the preferred route.""",['LaneFollow']
"""Merge into the left lane and LaneFollow the traffic flow.""",['LaneFollow']
"""LaneFollow the road markings for guidance.""",['LaneFollow']
"""Adjust your speed and LaneFollow the road conditions.""",['LaneFollow']
"""Follow the road markings and LaneFollow to stay within the bike lane.""",['LaneFollow']
"""Use the right turn lane to LaneFollow the upcoming turn.""",['LaneFollow']
"""LaneFollow and be prepared for a sharp curve ahead.""",['LaneFollow']
"""Use the LaneFollow feature on your vehicle to assist with lane-keeping on long drives.""",['LaneFollow']
"""Stay in the left lane and LaneFollow to avoid the double-parked cars.""",['LaneFollow']
"""Stay in your lane and LaneFollow to stay on course.""",['LaneFollow']
"""Use LaneFollow to navigate the sharp turn ahead.""",['LaneFollow']
"""Maintain LaneFollow to avoid the potholes on the road.""",['LaneFollow']
"""Keep LaneFollow to safely pass the school bus stopped ahead.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the construction detour.""",['LaneFollow']
"""LaneFollow until you reach the highway exit.""",['LaneFollow']
"""LaneFollow the curve to the right.""",['LaneFollow']
"""Adapt your driving style with LaneFollow suggestions.""",['LaneFollow']
"""Prepare to LaneFollow when entering the roundabout.""",['LaneFollow']
"""Transition to the express lane and LaneFollow the freeway speed.""",['LaneFollow']
"""Stay in your lane and LaneFollow through the intersection.""",['LaneFollow']
"""Stay in your lane and LaneFollow until you reach the stop sign.""",['LaneFollow']
"""Maintain your speed and LaneFollow the road curve.""",['LaneFollow']
"""LaneFollow the curve ahead to stay on the winding mountain road.""",['LaneFollow']
"""LaneFollow smoothly as you exit the roundabout.""",['LaneFollow']
"""Keep a safe following distance while LaneFollowing behind a truck.""",['LaneFollow']
"""Use your headlights when LaneFollowing in low visibility.""",['LaneFollow']
"""Stay in your lane and LaneFollow the road signs.""",['LaneFollow']
"""LaneFollow as you proceed through the busy intersection.""",['LaneFollow']
"""Check your blind spot before LaneFollowing to change lanes.""",['LaneFollow']
"""Look ahead to anticipate LaneFollowing challenges.""",['LaneFollow']
"""Navigate the spiral ramp by LaneFollowing around it.""",['LaneFollow']
"""LaneFollow and watch for merging traffic.""",['LaneFollow']
"""LaneFollow while scanning for any road hazards.""",['LaneFollow']
"""Be mindful of other drivers and LaneFollow responsibly.""",['LaneFollow']
"""Be cautious and LaneFollow through the narrow street.""",['LaneFollow']
"""Maintain your speed and LaneFollow on the open road.""",['LaneFollow']
"""Pay attention to the LaneFollow signs on the highway.""",['LaneFollow']
"""Prepare to LaneFollow as you approach the merge lane.""",['LaneFollow']
"""Keep LaneFollowing along the riverbank.""",['LaneFollow']
"""Navigate the roundabout and LaneFollow the inner circle.""",['LaneFollow']
"""LaneFollow and be courteous to other road users.""",['LaneFollow']
"""Prepare to LaneFollow as you enter the roundabout.""",['LaneFollow']
"""Stay in the middle lane and LaneFollow the road's direction.""",['LaneFollow']
"""Merge into the right lane and LaneFollow after the intersection.""",['LaneFollow']
"""Merge back into the center lane and LaneFollow through the construction zone.""",['LaneFollow']
"""Drive cautiously and LaneFollow the driving rules.""",['LaneFollow']
"""Stay in your lane and LaneFollow the road regulations.""",['LaneFollow']
"""Accelerate smoothly and LaneFollow onto the on-ramp.""",['LaneFollow']
"""LaneFollow and be aware of pedestrians crossing.""",['LaneFollow']
"""Continue LaneFollow as the road curves to the right.""",['LaneFollow']
"""Switch lanes only when necessary while LaneFollowing.""",['LaneFollow']
"""Keep LaneFollow to safely navigate the narrow bridge.""",['LaneFollow']
"""LaneFollow and be prepared for a highway exit.""",['LaneFollow']
"""Merge smoothly and LaneFollow into the middle lane.""",['LaneFollow']
"""Remember to LaneFollow even on unfamiliar roads.""",['LaneFollow']
"""Use LaneFollow to navigate the steep incline.""",['LaneFollow']
"""LaneFollow and be mindful of school zones.""",['LaneFollow']
"""LaneFollow as you approach the merging lane.""",['LaneFollow']
"""Use your mirrors to LaneFollow traffic behind you.""",['LaneFollow']
"""Stay within the lines with LaneFollow activated.""",['LaneFollow']
"""Stay in your lane and LaneFollow as you approach the stop sign.""",['LaneFollow']
"""Position your vehicle correctly to LaneFollow the curve.""",['LaneFollow']
"""LaneFollow and use your mirrors to check for traffic.""",['LaneFollow']
"""Follow the road markings and LaneFollow to stay on the main route.""",['LaneFollow']
"""LaneFollow and be cautious of road closures for maintenance.""",['LaneFollow']
"""Be courteous and LaneFollow to allow merging traffic.""",['LaneFollow']
"""Remember to LaneFollow even when changing lanes.""",['LaneFollow']
"""Use the middle lane to LaneFollow the upcoming turnabout.""",['LaneFollow']
"""Pay attention to the road conditions and LaneFollow appropriately.""",['LaneFollow']
"""LaneFollow the bus to let passengers off.""",['LaneFollow']
"""Continue LaneFollowing past the shopping mall.""",['LaneFollow']
"""Adapt your speed while LaneFollowing on winding roads.""",['LaneFollow']
"""Signal before LaneFollowing to the right.""",['LaneFollow']
"""Stay in the left lane and LaneFollow to exit the highway.""",['LaneFollow']
"""Maintain a steady pace as you LaneFollow through the neighborhood.""",['LaneFollow']
"""Signal clearly when LaneFollowing to the left turn lane.""",['LaneFollow']
"""Follow traffic regulations while LaneFollowing.""",['LaneFollow']
"""Follow the lane markings to make a left turn at the next street.""",['LaneFollow']
"""LaneFollow alongside the riverbank for the next few kilometers.""",['LaneFollow']
"""Obey the traffic laws and LaneFollow the road signs.""",['LaneFollow']
"""Follow the road markings and LaneFollow to stay within the speed limit.""",['LaneFollow']
"""Stay in the right lane and LaneFollow to exit the roundabout.""",['LaneFollow']
"""LaneFollow and be aware of changing road conditions.""",['LaneFollow']
"""Plan your lane changes ahead of time to LaneFollow smoothly.""",['LaneFollow']
"""Stay in your lane and LaneFollow through the tunnel.""",['LaneFollow']
"""Adjust your side mirrors for better LaneFollowing visibility.""",['LaneFollow']
"""Merge onto the freeway and LaneFollow behind the red sedan.""",['LaneFollow']
"""LaneFollow the vehicle ahead of you.""",['LaneFollow']
