instruction,action
"""Travel in parallel with the adjacent cars.""",['LaneFollow']
"""Follow the road's natural flow.""",['LaneFollow']
"""Maintain your lane position to stay on track.""",['LaneFollow']
"""Keep in time with the vehicles in front of you.""",['LaneFollow']
"""Stay in alignment with the vehicles ahead.""",['LaneFollow']
"""Continue straight while keeping within your current lane.""",['LaneFollow']
"""Keep in time with the vehicles on the multi-lane road.""",['LaneFollow']
"""Keep in sync with the cars around you.""",['LaneFollow']
"""Follow the lane pattern consistently.""",['LaneFollow']
"""Stay in sync with the traffic on your side.""",['LaneFollow']
"""Drive in the same line as the other cars.""",['LaneFollow']
"""Remain in line with the vehicles nearby.""",['LaneFollow']
"""Proceed in the direction indicated by your lane choice.""",['LaneFollow']
"""Drive forward, matching the speed of nearby cars.""",['LaneFollow']
"""Stay in the flow of traffic.""",['LaneFollow']
"""Stay within the bounds of your lane.""",['LaneFollow']
"""Remain within the designated driving zone.""",['LaneFollow']
"""Move ahead while maintaining your current lane position.""",['LaneFollow']
"""Proceed straight while staying within the lane boundaries.""",['LaneFollow']
"""Remain in the right lane to take the next exit.""",['LaneFollow']
"""Drive alongside the vehicles in your vicinity.""",['LaneFollow']
"""Stay consistent with the vehicles in front of you.""",['LaneFollow']
"""Follow the path designated for your lane.""",['LaneFollow']
"""Drive side by side with the cars around you.""",['LaneFollow']
"""Remain parallel to the vehicles in your lane.""",['LaneFollow']
"""Drive in line with the vehicle in front.""",['LaneFollow']
"""Follow the driving lane consistently.""",['LaneFollow']
"""Drive alongside the cars in your lane on the busy street.""",['LaneFollow']
"""Continue driving in alignment with the road markings.""",['LaneFollow']
"""Drive in unison with the cars in your vicinity.""",['LaneFollow']
"""Stay within the lane boundaries to ensure a safe drive.""",['LaneFollow']
"""Proceed along the marked path.""",['LaneFollow']
"""Stay within the boundaries of your lane.""",['LaneFollow']
"""Remain in sync with the vehicles in front on the busy street.""",['LaneFollow']
"""Stay synchronized with the traffic flow.""",['LaneFollow']
"""Drive in rhythm with the traffic flow.""",['LaneFollow']
"""Drive in line with the flow of cars.""",['LaneFollow']
"""Continue following the path of the vehicles around you.""",['LaneFollow']
"""Stay in formation with the cars ahead at the traffic circle.""",['LaneFollow']
"""Match the tempo of the cars on the road.""",['LaneFollow']
"""Travel along the outer lane to continue on this street.""",['LaneFollow']
"""Follow the alignment of the road markings.""",['LaneFollow']
"""Stay side by side with the cars in the neighboring lane.""",['LaneFollow']
"""Follow the flow of traffic on the highway.""",['LaneFollow']
"""Adhere to the pathway marked by the lane.""",['LaneFollow']
"""Keep to the left side of the lane to follow the upcoming turn.""",['LaneFollow']
"""Follow the lane direction consistently.""",['LaneFollow']
"""Stay in the lane to the immediate left of the turning lane.""",['LaneFollow']
"""Remain in sync with the cars around you.""",['LaneFollow']
"""Stay in line with the traffic in front of you.""",['LaneFollow']
"""Drive parallel to the building on your left in the right-hand lane.""",['LaneFollow']
"""Keep in line with the cars in your vicinity.""",['LaneFollow']
"""Travel along the lane closest to the oncoming traffic.""",['LaneFollow']
"""Stay within the lane delineations.""",['LaneFollow']
"""Stay in line with the other cars on the road.""",['LaneFollow']
"""Drive in unison with the cars on the throughway.""",['LaneFollow']
"""Stay within the boundaries of the lane to avoid merging traffic.""",['LaneFollow']
"""Drive in sync with the traffic around you.""",['LaneFollow']
"""Synchronize your driving with the cars in the adjacent lane as you approach the tunnel entrance.""",['LaneFollow']
"""Drive parallel to the lane markings on your right.""",['LaneFollow']
"""Keep pace with the cars in your lane.""",['LaneFollow']
"""Conform to the line of traffic in your lane.""",['LaneFollow']
"""Stay in line with the vehicles ahead, matching their speed.""",['LaneFollow']
"""Stick with the flow of traffic on your route.""",['LaneFollow']
"""Keep pace with the flow of traffic.""",['LaneFollow']
"""Keep pace with the vehicles in your vicinity.""",['LaneFollow']
"""Stick to your current lane like the vehicles around you.""",['LaneFollow']
"""Stay in line with the traffic ahead.""",['LaneFollow']
"""Stay in sync with the traffic.""",['LaneFollow']
"""Flow with the natural direction of the road.""",['LaneFollow']
"""Maintain your alignment with the traffic flow.""",['LaneFollow']
"""Stay in line with the traffic flow.""",['LaneFollow']
"""Stay on the same course as the cars nearby.""",['LaneFollow']
"""Continue moving in the intended lane.""",['LaneFollow']
"""Travel in sync with the traffic flow around you.""",['LaneFollow']
"""Continue following the path set for your lane.""",['LaneFollow']
"""Stick to the lane position.""",['LaneFollow']
"""Stay in sync with the vehicles on the freeway.""",['LaneFollow']
"""Stay in line with the vehicles around you.""",['LaneFollow']
"""Stay synchronized with the vehicles in your lane.""",['LaneFollow']
"""Flow seamlessly with the traffic pattern.""",['LaneFollow']
"""Follow the path of the cars next to you.""",['LaneFollow']
"""Stick to your current lane.""",['LaneFollow']
"""Stay within the boundaries of your current lane.""",['LaneFollow']
"""Go in parallel with the cars on the throughway.""",['LaneFollow']
"""Stay within the designated traffic lane.""",['LaneFollow']
"""Stick with the line of vehicles ahead.""",['LaneFollow']
"""Drive alongside the cars in the adjoining lane on the freeway.""",['LaneFollow']
"""Travel alongside the vehicle in the left lane as you enter the roundabout.""",['LaneFollow']
"""Drive parallel to the other vehicles.""",['LaneFollow']
"""Follow the flow of traffic in the bicycle lane.""",['LaneFollow']
"""Maintain your speed in line with the cars ahead.""",['LaneFollow']
"""Stay within the designated boundaries of your lane.""",['LaneFollow']
"""Keep in sync with the vehicles around you.""",['LaneFollow']
"""Stay in line with the traffic flow around you.""",['LaneFollow']
"""Continue in line with the lane as it progresses straight.""",['LaneFollow']
"""Stay in line with the car next to you on the highway as you approach the off-ramp.""",['LaneFollow']
"""Proceed alongside the cars around you.""",['LaneFollow']
"""Drive in unison with the traffic around you.""",['LaneFollow']
"""Stick to the lane markings on the roadway.""",['LaneFollow']
"""Stay in line with the vehicles ahead.""",['LaneFollow']
"""Continue following the driving trajectory.""",['LaneFollow']
"""Continue in the direction of your lane.""",['LaneFollow']
"""Stay in rhythm with the traffic nearby.""",['LaneFollow']
"""Keep in alignment with the vehicles on the expressway.""",['LaneFollow']
"""Follow the driving path in alignment with the road.""",['LaneFollow']
"""Stay within the defined boundaries of your lane.""",['LaneFollow']
"""Continue moving in the same direction as the cars nearby.""",['LaneFollow']
"""Maintain your position in relation to the vehicles around you.""",['LaneFollow']
"""Adhere to the direction of the vehicles ahead.""",['LaneFollow']
"""Follow the rhythm of the vehicles ahead.""",['LaneFollow']
"""Keep in line with the lane divider on your right.""",['LaneFollow']
"""Stick to the middle of the road through the construction zone.""",['LaneFollow']
"""Drive in unison with the cars on the divided highway.""",['LaneFollow']
"""Keep in line with the vehicles ahead.""",['LaneFollow']
"""Remain within the designated path.""",['LaneFollow']
"""Follow the curve of the road to the right.""",['LaneFollow']
"""Stay in alignment with the traffic ahead.""",['LaneFollow']
"""Match the speed of the cars in the adjacent lane as you proceed through the intersection.""",['LaneFollow']
"""Drive in harmony with the vehicles ahead.""",['LaneFollow']
"""Adhere to the lane marker on the left.""",['LaneFollow']
"""Follow the curvature of the road.""",['LaneFollow']
"""Drive parallel to the curb in your lane.""",['LaneFollow']
"""Drive in tandem with the vehicles around you.""",['LaneFollow']
"""Maintain your lane position as you approach the intersection.""",['LaneFollow']
"""Follow the path of the vehicles ahead, adjusting your speed to match the flow of traffic.""",['LaneFollow']
"""Follow the lane occupied by the other drivers.""",['LaneFollow']
"""Stay in sync with the cars ahead.""",['LaneFollow']
"""Keep aligned with the barrier on your right side.""",['LaneFollow']
"""Keep in the lane with the continuous line.""",['LaneFollow']
"""Stay consistent in your lane position for a smooth drive.""",['LaneFollow']
"""Drive parallel to the vehicles in the express lanes network.""",['LaneFollow']
"""Follow the path set by the vehicles nearby.""",['LaneFollow']
"""Keep to the right-hand side of the lane to follow the curve.""",['LaneFollow']
"""Continue driving without swerving into the adjacent lane.""",['LaneFollow']
"""Stay in line with the traffic flow in your current lane.""",['LaneFollow']
"""Adhere to the lane next to the barrier.""",['LaneFollow']
"""Navigate through the lane without deviating.""",['LaneFollow']
"""Drive parallel to the traffic.""",['LaneFollow']
"""Stay in sync with the traffic ahead in your current lane.""",['LaneFollow']
"""Remain on par with the traffic flow in your lane.""",['LaneFollow']
"""Drive alongside the vehicles in the lane designated for buses.""",['LaneFollow']
"""Drive in tandem with the vehicles alongside you.""",['LaneFollow']
"""Proceed in tandem with the cars around you.""",['LaneFollow']
"""Stick to the middle of the lane to maintain your position.""",['LaneFollow']
"""Keep in sync with the vehicles in the right-turn only lane.""",['LaneFollow']
"""Drive alongside the cars in your vicinity.""",['LaneFollow']
"""Follow the curve of the road ahead.""",['LaneFollow']
"""Continue alongside the other vehicles.""",['LaneFollow']
"""Stay in sync with the car ahead of you as you enter the tunnel.""",['LaneFollow']
"""Stay in your lane to maintain a predictable path.""",['LaneFollow']
"""Stay in formation with the cars in front at the crossroads.""",['LaneFollow']
"""Drive in parallel with the cars ahead.""",['LaneFollow']
"""Stay in sync with the traffic pattern.""",['LaneFollow']
"""Follow the pathway directly ahead of you.""",['LaneFollow']
"""Stick with the flow of vehicles on your route.""",['LaneFollow']
